text,cleantext,tokens,polarity,subjectivity,sentiment,neg,neu,pos,compound
"After the initial losses ukrainians seem to be hitting back.... But still being pushed back by the Russians. 

#UkraineRussiaWar #COVID19  #ShaneWarne #RussianUkrainianWar  #WWIII  #ZaidHamid

https://t.co/xf4XXMgSag",initi loss ukrainian hit push russian ukrainerussiawar covid shanewarn russianukrainianwar wwiii zaidhamid,"['initi', 'loss', 'ukrainian', 'hit', 'push', 'russian', 'ukrainerussiawar', 'covid', 'shanewarn', 'russianukrainianwar', 'wwiii', 'zaidhamid']",0.0,0.0,negative,0.173,0.827,0.0,-0.3182
"Mar 05 #covid19 #Canada #Wave4
74,911 active ⬇️378*(.5%)
3,325,407 +ive 3,147(.1%)
3,211,397 res'd 3,474(.1%)
36,980 deaths 44(.1%)
Mortality 1.11%
Res'd 96.57 ⬆️from 96.56%",mar covid canada wave activ  iv  resd  death  mortal resd,"['mar', 'covid', 'canada', 'wave', 'activ', 'iv', ""res'd"", 'death', 'mortal', ""res'd""]",0.0,0.0,negative,0.302,0.698,0.0,-0.5994
"#Russian jet being brought down by Ukrainian air defence. NATO has provided thousands of surface to air missiles and anti tank guided missiles to #Ukrainian army..... 
#UkraineRussiaWar #COVID19  #ShaneWarne #RussianUkrainianWar  #WWIII  #ZaidHamid

https://t.co/xf4XXMgSag",russian jet brought ukrainian air defenc nato provid thousand surfac air missil anti tank guid missil ukrainian armi ukrainerussiawar covid shanewarn russianukrainianwar wwiii zaidhamid,"['russian', 'jet', 'brought', 'ukrainian', 'air', 'defenc', 'nato', 'provid', 'thousand', 'surfac', 'air', 'missil', 'anti', 'tank', 'guid', 'missil', 'ukrainian', 'armi', 'ukrainerussiawar', 'covid', 'shanewarn', 'russianukrainianwar', 'wwiii', 'zaidhamid']",0.0,0.0,negative,0.091,0.909,0.0,-0.3182
"The omicron strain of #Covid19 is at least 40% more lethal than seasonal flu, according Japanese scientists. https://t.co/SgD8bOiJxF",omicron strain covid lethal season flu accord japanes scientist,"['omicron', 'strain', 'covid', 'lethal', 'season', 'flu', 'accord', 'japanes', 'scientist']",0.0,0.0,negative,0.352,0.648,0.0,-0.4215
"There are some very dramatic footage coming out of Ukraine.... Both sides are taking heavy losses... 
#UkraineRussiaWar #COVID19  #ShaneWarne #RussianUkrainianWar  #WWIII  #ZaidHamid

https://t.co/RJofgcp6B6",dramat footag come ukrain side take heavi loss ukrainerussiawar covid shanewarn russianukrainianwar wwiii zaidhamid,"['dramat', 'footag', 'come', 'ukrain', 'side', 'take', 'heavi', 'loss', 'ukrainerussiawar', 'covid', 'shanewarn', 'russianukrainianwar', 'wwiii', 'zaidhamid']",0.0,0.0,negative,0.15,0.85,0.0,-0.3182
#COVID irony. Rapid antigen tests for #COVID19 on sale here are made in #China -- but banned in China.,covid ironi rapid antigen test covid sale china  ban china,"['covid', 'ironi', 'rapid', 'antigen', 'test', 'covid', 'sale', 'china', 'ban', 'china']",0.0,0.0,negative,0.286,0.714,0.0,-0.5574
"@DowdEdward 

A modern Soldier of Humanity 💪🏼

Must watch. (Warning: 🔴 💊 )

#COVID19 #fraud #pfizerdocuments 

https://t.co/7orZ2FqGA5",modern soldier human watch warning  covid fraud pfizerdocu,"['modern', 'soldier', 'human', 'watch', 'warn', 'covid', 'fraud', 'pfizerdocu']",0.1,0.2,negative,0.508,0.492,0.0,-0.7351
"Thailand Ministry of Health reports 21,881 new COVID-19 cases and an additional 59 deaths since yesterday. 
Read More: https://t.co/LWmGzyZSPY
#thailand #ThailandNews #COVID19 #covid19thailand #coronavirus #newsupdate #news",thailand ministri health report new covid case addit death yesterdai read more thailand thailandnew covid covidthailand coronaviru newsupd new,"['thailand', 'ministri', 'health', 'report', 'new', 'covid', 'case', 'addit', 'death', 'yesterdai', 'read', 'thailand', 'thailandnew', 'covid', 'covidthailand', 'coronaviru', 'newsupd', 'new']",0.25757575757575757,0.4696969696969697,negative,0.178,0.822,0.0,-0.5994
"@x3Weilongx3 @RRaj93005327 @mSmtC6SRad7NHtK No.7
Hong Kong will always believe in the motherland. Hong Kong and the motherland fight against Covid19 side by side, and victory is coming soon!

#Covid19 
#HongKong
#China https://t.co/FIVpvi0sxU",hong kong believ motherland hong kong motherland fight covid victori come soon covid hongkong china,"['hong', 'kong', 'believ', 'motherland', 'hong', 'kong', 'motherland', 'fight', 'covid', 'victori', 'come', 'soon', 'covid', 'hongkong', 'china']",0.0,0.0,negative,0.157,0.843,0.0,-0.3818
"As of March 6, 2022 (8:00 IST), there has been a total of 5,315 new cases and 154 deaths reported across India.
Read More: https://t.co/Cy0kARkt3l
#india #PMO #PMO_India #COVID19 #Covid19India #coronavirus #coronavirusindia #news #newsupdate",march  ist total new case death report india read more india pmo pmoindia covid covidindia coronaviru coronavirusindia new newsupd,"['march', '(:', 'ist', 'total', 'new', 'case', 'death', 'report', 'india', 'read', 'india', 'pmo', 'pmoindia', 'covid', 'covidindia', 'coronaviru', 'coronavirusindia', 'new', 'newsupd']",0.19318181818181818,0.5397727272727273,negative,0.178,0.822,0.0,-0.5994
"@x3Weilongx3 @RRaj93005327 @mSmtC6SRad7NHtK No.6
Hong Kong will always believe in the motherland. Hong Kong and the motherland fight against Covid19 side by side, and victory is coming soon!

#Covid19 
#HongKong
#China https://t.co/HYe2H8GRO5",hong kong believ motherland hong kong motherland fight covid victori come soon covid hongkong china,"['hong', 'kong', 'believ', 'motherland', 'hong', 'kong', 'motherland', 'fight', 'covid', 'victori', 'come', 'soon', 'covid', 'hongkong', 'china']",0.0,0.0,negative,0.157,0.843,0.0,-0.3818
"India reports 5,476 new #Covid19 cases, 9,754 recovered and 158 deaths in the last 24 hours.

For more #coronavirus updates: https://t.co/iKa2DRcAIh https://t.co/XkYk2liR3N",india report new covid case recov death hour coronaviru updates,"['india', 'report', 'new', 'covid', 'case', 'recov', 'death', 'hour', 'coronaviru', 'updat']",0.13636363636363635,0.45454545454545453,negative,0.302,0.698,0.0,-0.5994
"@x3Weilongx3 @RRaj93005327 @mSmtC6SRad7NHtK No.5
Hong Kong will always believe in the motherland. Hong Kong and the motherland fight against Covid19 side by side, and victory is coming soon!

#Covid19 
#HongKong
#China https://t.co/xSg262JInR",hong kong believ motherland hong kong motherland fight covid victori come soon covid hongkong china,"['hong', 'kong', 'believ', 'motherland', 'hong', 'kong', 'motherland', 'fight', 'covid', 'victori', 'come', 'soon', 'covid', 'hongkong', 'china']",0.0,0.0,negative,0.157,0.843,0.0,-0.3818
"@x3Weilongx3 @RRaj93005327 @mSmtC6SRad7NHtK No.4
Hong Kong will always believe in the motherland. Hong Kong and the motherland fight against Covid19 side by side, and victory is coming soon!

#Covid19 
#HongKong
#China https://t.co/ROcueRUoyE",hong kong believ motherland hong kong motherland fight covid victori come soon covid hongkong china,"['hong', 'kong', 'believ', 'motherland', 'hong', 'kong', 'motherland', 'fight', 'covid', 'victori', 'come', 'soon', 'covid', 'hongkong', 'china']",0.0,0.0,negative,0.157,0.843,0.0,-0.3818
"@x3Weilongx3 @RRaj93005327 @mSmtC6SRad7NHtK No.3
Hong Kong will always believe in the motherland. Hong Kong and the motherland fight against Covid19 side by side, and victory is coming soon!

#Covid19 
#HongKong
#China https://t.co/xOBeU9dDuH",hong kong believ motherland hong kong motherland fight covid victori come soon covid hongkong china,"['hong', 'kong', 'believ', 'motherland', 'hong', 'kong', 'motherland', 'fight', 'covid', 'victori', 'come', 'soon', 'covid', 'hongkong', 'china']",0.0,0.0,negative,0.157,0.843,0.0,-0.3818
"@x3Weilongx3 @RRaj93005327 @mSmtC6SRad7NHtK No.2
Hong Kong will always believe in the motherland. Hong Kong and the motherland fight against Covid19 side by side, and victory is coming soon!

#Covid19 
#HongKong
#China https://t.co/9tDaWSKd18",hong kong believ motherland hong kong motherland fight covid victori come soon covid hongkong china,"['hong', 'kong', 'believ', 'motherland', 'hong', 'kong', 'motherland', 'fight', 'covid', 'victori', 'come', 'soon', 'covid', 'hongkong', 'china']",0.0,0.0,negative,0.157,0.843,0.0,-0.3818
"@x3Weilongx3 @RRaj93005327 @mSmtC6SRad7NHtK No.1
Hong Kong will always believe in the motherland. Hong Kong and the motherland fight against Covid19 side by side, and victory is coming soon!

#Covid19 
#HongKong
#China https://t.co/yggHnxIl2T",hong kong believ motherland hong kong motherland fight covid victori come soon covid hongkong china,"['hong', 'kong', 'believ', 'motherland', 'hong', 'kong', 'motherland', 'fight', 'covid', 'victori', 'come', 'soon', 'covid', 'hongkong', 'china']",0.0,0.0,negative,0.157,0.843,0.0,-0.3818
"LAHORE: Pakistan has reported 7 deaths in the last 24 hours by novel coronavirus as the number of positive cases has surged to 1,514,258.
#Pakistan #ImranKhan #COVID19 #NCOC  https://t.co/wcbUuRfSZY",lahore pakistan report death hour novel coronaviru number posit case surg pakistan rankhan covid ncoc,"['lahor', 'pakistan', 'report', 'death', 'hour', 'novel', 'coronaviru', 'number', 'posit', 'case', 'surg', 'pakistan', 'imrankhan', 'covid', 'ncoc']",0.0,0.0,negative,0.2,0.615,0.185,-0.3182
"Vaccines save millions of lives. Vaccines function by instructing and preparing the body ’s immune. The immune system, to recognise and fight the viruses and bacteria they are designed to fight.

#SaveLives #Covid19 #GetVaccinatedNow #StaySafe #Covid_19 #Immunity https://t.co/p4jDOpqSTC",vaccin save million live vaccin function instruct prepar bodi s mune mune recognis fight virus bacteria design fight savel covid getvaccinatednow staysaf covid muniti,"['vaccin', 'save', 'million', 'live', 'vaccin', 'function', 'instruct', 'prepar', 'bodi', 's', 'immun', 'immun', 'recognis', 'fight', 'virus', 'bacteria', 'design', 'fight', 'savel', 'covid', 'getvaccinatednow', 'staysaf', 'covid', 'immun']",0.13636363636363635,0.5,negative,0.183,0.704,0.113,-0.25
"Vaccines save millions of lives. Vaccines function by instructing and preparing the body ’s immune. The immune system, to recognise and fight the viruses and bacteria they are designed to fight.

#SaveLives #Covid19 #GetVaccinatedNow #StaySafe #Covid_19 #Immunity https://t.co/sxH0CeRVi3",vaccin save million live vaccin function instruct prepar bodi s mune mune recognis fight virus bacteria design fight savel covid getvaccinatednow staysaf covid muniti,"['vaccin', 'save', 'million', 'live', 'vaccin', 'function', 'instruct', 'prepar', 'bodi', 's', 'immun', 'immun', 'recognis', 'fight', 'virus', 'bacteria', 'design', 'fight', 'savel', 'covid', 'getvaccinatednow', 'staysaf', 'covid', 'immun']",0.13636363636363635,0.5,negative,0.183,0.704,0.113,-0.25
"So I took my home tests I just got, negative again. But I called @CDCgov and asked about a possible immunity to #COVID19 as I've been around 12 people now who had it and I never got it, couldn't give me a fine answer but I wanna know! Am I immune?! Are there any testers out there",took home test got neg call ask possibl muniti covid iv peopl got couldnt fine answer wanna know mune tester,"['took', 'home', 'test', 'got', 'neg', 'call', 'ask', 'possibl', 'immun', 'covid', ""i'v"", 'peopl', 'got', ""couldn't"", 'fine', 'answer', 'wanna', 'know', 'immun', 'tester']",0.4166666666666667,0.5,negative,0.077,0.923,0.0,-0.1511
#CovidIsNotOver. We must #StaySafeSaveLives. #COVID19 vaccine equity &amp; education. #MaskUp min n95 indoors &amp; outdoors. Purify air with health grade filter @ min 99.3%. Pause travel. Prioritize #HighRiskCovid19. Paid sick leave for min 14days isolation. Go virtual. Social bubble. https://t.co/zXroETV71A,covidisnotov staysafesavel covid vaccin equiti educ maskup min n indoor outdoor purifi air health grade filter min paus travel priorit highriskcovid paid sick leav min dai isol virtual social bubbl,"['covidisnotov', 'staysafesavel', 'covid', 'vaccin', 'equiti', 'educ', 'maskup', 'min', 'n', 'indoor', 'outdoor', 'purifi', 'air', 'health', 'grade', 'filter', 'min', 'paus', 'travel', 'priorit', 'highriskcovid', 'paid', 'sick', 'leav', 'min', 'dai', 'isol', 'virtual', 'social', 'bubbl']",-0.3404761904761905,0.4619047619047619,negative,0.105,0.895,0.0,-0.5106
"3/So, @risahoshinoMD, let's not blame the decreased effectiveness of the #COVIDVaccine on the unvaccinated population. The breakthrough #COVID19 infections were set up to occur by the time the vaccine was out the gate.",so let blame decreas effect covidvaccin unvaccin popul breakthrough covid infect set occur te vaccin gate,"[""let'"", 'blame', 'decreas', 'effect', 'covidvaccin', 'unvaccin', 'popul', 'breakthrough', 'covid', 'infect', 'set', 'occur', 'time', 'vaccin', 'gate']",0.0,0.0,negative,0.152,0.848,0.0,-0.3976
#CovidIsNotOver. We must #StaySafeSaveLives. #COVID19 vaccine equity &amp; education. #MaskUp min n95 indoors &amp; outdoors. Purify air with health grade filter @ min 99.3%. Pause travel. Prioritize #HighRiskCovid19. Paid sick leave for min 14days isolation. Go virtual. Social bubble. https://t.co/1QCWv5OnbX,covidisnotov staysafesavel covid vaccin equiti educ maskup min n indoor outdoor purifi air health grade filter min paus travel priorit highriskcovid paid sick leav min dai isol virtual social bubbl,"['covidisnotov', 'staysafesavel', 'covid', 'vaccin', 'equiti', 'educ', 'maskup', 'min', 'n', 'indoor', 'outdoor', 'purifi', 'air', 'health', 'grade', 'filter', 'min', 'paus', 'travel', 'priorit', 'highriskcovid', 'paid', 'sick', 'leav', 'min', 'dai', 'isol', 'virtual', 'social', 'bubbl']",-0.3404761904761905,0.4619047619047619,negative,0.105,0.895,0.0,-0.5106
"Vaccines save millions of lives. Vaccines function by instructing and preparing the body ’s immune. The immune system, to recognise and fight the viruses and bacteria they are designed to fight.

#SaveLives #Covid19 #GetVaccinatedNow #StaySafe #Covid_19 #Immunity https://t.co/09URJAQuJR",vaccin save million live vaccin function instruct prepar bodi s mune mune recognis fight virus bacteria design fight savel covid getvaccinatednow staysaf covid muniti,"['vaccin', 'save', 'million', 'live', 'vaccin', 'function', 'instruct', 'prepar', 'bodi', 's', 'immun', 'immun', 'recognis', 'fight', 'virus', 'bacteria', 'design', 'fight', 'savel', 'covid', 'getvaccinatednow', 'staysaf', 'covid', 'immun']",0.13636363636363635,0.5,negative,0.183,0.704,0.113,-0.25
#CovidIsNotOver. We must #StaySafeSaveLives. #COVID19 vaccine equity &amp; education. #MaskUp min n95 indoors &amp; outdoors. Purify air with health grade filter @ min 99.3%. Pause travel. Prioritize #HighRiskCovid19. Paid sick leave for min 14days isolation. Go virtual. Social bubble. https://t.co/yxOin8uqUI,covidisnotov staysafesavel covid vaccin equiti educ maskup min n indoor outdoor purifi air health grade filter min paus travel priorit highriskcovid paid sick leav min dai isol virtual social bubbl,"['covidisnotov', 'staysafesavel', 'covid', 'vaccin', 'equiti', 'educ', 'maskup', 'min', 'n', 'indoor', 'outdoor', 'purifi', 'air', 'health', 'grade', 'filter', 'min', 'paus', 'travel', 'priorit', 'highriskcovid', 'paid', 'sick', 'leav', 'min', 'dai', 'isol', 'virtual', 'social', 'bubbl']",-0.3404761904761905,0.4619047619047619,negative,0.105,0.895,0.0,-0.5106
@DGBassani #CovidIsNotOver. We must #StaySafeSaveLives. #COVID19 vaccine equity &amp; education. #MaskUp min n95 indoors &amp; outdoors. Purify air with health grade filter @ min 99.3%. Pause travel. Prioritize #HighRiskCovid19. Paid sick leave for min 14days isolation. Go virtual. Social bubble.,covidisnotov staysafesavel covid vaccin equiti educ maskup min n indoor outdoor purifi air health grade filter min paus travel priorit highriskcovid paid sick leav min dai isol virtual social bubbl,"['covidisnotov', 'staysafesavel', 'covid', 'vaccin', 'equiti', 'educ', 'maskup', 'min', 'n', 'indoor', 'outdoor', 'purifi', 'air', 'health', 'grade', 'filter', 'min', 'paus', 'travel', 'priorit', 'highriskcovid', 'paid', 'sick', 'leav', 'min', 'dai', 'isol', 'virtual', 'social', 'bubbl']",-0.3404761904761905,0.4619047619047619,negative,0.105,0.895,0.0,-0.5106
#CovidIsNotOver so we must #StaySafeSaveLives. #COVID19 vaccine equity &amp; education. #MaskUp min n95 indoors &amp; outdoors. Purify air with health grade filter @ min 99.3%. Pause travel. Prioritize #HighRiskCovid19. Paid sick leave for min 14days isolation. Go virtual. Social bubble. https://t.co/ZBD06LoMas,covidisnotov staysafesavel covid vaccin equiti educ maskup min n indoor outdoor purifi air health grade filter min paus travel priorit highriskcovid paid sick leav min dai isol virtual social bubbl,"['covidisnotov', 'staysafesavel', 'covid', 'vaccin', 'equiti', 'educ', 'maskup', 'min', 'n', 'indoor', 'outdoor', 'purifi', 'air', 'health', 'grade', 'filter', 'min', 'paus', 'travel', 'priorit', 'highriskcovid', 'paid', 'sick', 'leav', 'min', 'dai', 'isol', 'virtual', 'social', 'bubbl']",-0.3404761904761905,0.4619047619047619,negative,0.105,0.895,0.0,-0.5106
"#COVID19 | India records 5,476 new cases, 158 deaths and 9,754 recoveries in the last 24 hours; Active cases stand at 59,442 

#India #Coronavirus #CoronavirusUpdates #IndiaFightsCorona https://t.co/otTplhhYze",covid india record new case death recoveri hours activ case stand india coronaviru coronavirusupd indiafightscorona,"['covid', 'india', 'record', 'new', 'case', 'death', 'recoveri', 'hour', 'activ', 'case', 'stand', 'india', 'coronaviru', 'coronavirusupd', 'indiafightscorona']",0.13636363636363635,0.45454545454545453,negative,0.218,0.782,0.0,-0.5994
#CovidIsNotOver so we must #StaySafeSaveLives. #COVID19 vaccine equity &amp; education. #MaskUp min n95 indoors &amp; outdoors. Purify air with health grade filter @ min 99.3%. Pause travel. Prioritize #HighRiskCovid19. Paid sick leave for min 14days isolation. Go virtual. Social bubble. https://t.co/lozLnd8n3h,covidisnotov staysafesavel covid vaccin equiti educ maskup min n indoor outdoor purifi air health grade filter min paus travel priorit highriskcovid paid sick leav min dai isol virtual social bubbl,"['covidisnotov', 'staysafesavel', 'covid', 'vaccin', 'equiti', 'educ', 'maskup', 'min', 'n', 'indoor', 'outdoor', 'purifi', 'air', 'health', 'grade', 'filter', 'min', 'paus', 'travel', 'priorit', 'highriskcovid', 'paid', 'sick', 'leav', 'min', 'dai', 'isol', 'virtual', 'social', 'bubbl']",-0.3404761904761905,0.4619047619047619,negative,0.105,0.895,0.0,-0.5106
"🇭🇰💪 Together, we fight the #virus! Students from #HongKong extend their gratitude and support to those fighting the #COVID19 epidemic with self-made cards, articles and videos. Check out some of the drawings full of childishness and genuineness; pray for the city! #coronavirus https://t.co/Hyc3yrfPjc",fight viru student hongkong extend gratitud support fight covid epidem selfmad card articl video check draw childish genuineness prai citi coronaviru,"['fight', 'viru', 'student', 'hongkong', 'extend', 'gratitud', 'support', 'fight', 'covid', 'epidem', 'self-mad', 'card', 'articl', 'video', 'check', 'draw', 'childish', 'genuin', 'prai', 'citi', 'coronaviru']",-0.2,0.8,negative,0.266,0.576,0.158,-0.4588
"Hard times don't create heroes. It is during the hard times when the 'hero' within us is revealed. - Rob Riley
#quote #covid19 https://t.co/Ccwp8wMbg3",hard te dont creat hero hard te hero reveal  rob rilei quot covid,"['hard', 'time', ""don't"", 'creat', 'hero', 'hard', 'time', 'hero', 'reveal', 'rob', 'rilei', 'quot', 'covid']",-0.2916666666666667,0.5416666666666666,negative,0.605,0.395,0.0,-0.882
"Since the start of the pandemic, 983,837 Americans have died from #COVID19 (16.4% of all deaths worldwide). That is about the same as 11,574 Woodbridge train wrecks which killed 85 people in 1951: https://t.co/y6059n8rxn",start pandem american di covid  death worldwide woodbridg train wreck kill peopl ,"['start', 'pandem', 'american', 'di', 'covid', 'death', 'worldwid', 'woodbridg', 'train', 'wreck', 'kill', 'peopl']",0.0,0.0,negative,0.561,0.439,0.0,-0.91
"If you're reading our garbage, you're not reading theirs. #Propaganda 

https://t.co/Wwsk5xpQf9 

Carolina, Kerr, Mastercard, #Lakers
#COVID19 #tbt #vegan https://t.co/npf4JDzOjk",your read garbag your read their propaganda carolina kerr mastercard laker covid tbt vegan,"[""you'r"", 'read', 'garbag', ""you'r"", 'read', 'their', 'propaganda', 'carolina', 'kerr', 'mastercard', 'laker', 'covid', 'tbt', 'vegan']",-0.1,0.1,negative,0.133,0.867,0.0,-0.25
"The #COVID19 pandemic has exposed rampant and overlapping inequities, and those who were already behind have suffered the most. 

As we enter year three of this deadly pandemic, we reflect on lessons learned and how we can #BuildForwardBetter: https://t.co/ufcV3J5j50 https://t.co/tJ8jctelm1",covid pandem expos rampant overlap inequ suffer enter year deadli pandem reflect lesson learn buildforwardbetter,"['covid', 'pandem', 'expos', 'rampant', 'overlap', 'inequ', 'suffer', 'enter', 'year', 'deadli', 'pandem', 'reflect', 'lesson', 'learn', 'buildforwardbett']",0.0,0.0,negative,0.2,0.8,0.0,-0.5423
"Saturday, March 5, 2022
York added 46 new cases  and 0 new deaths, with 42 patients currently hospitalized.

#YorkPA #COVID19 #YorkPACovidData

More:
https://t.co/Nq9DNwK4Mj https://t.co/CCGiTtPHtH",saturdai march york ad new case new death patient current hospit yorkpa covid yorkpacoviddata more,"['saturdai', 'march', 'york', 'ad', 'new', 'case', 'new', 'death', 'patient', 'current', 'hospit', 'yorkpa', 'covid', 'yorkpacoviddata']",0.19318181818181818,0.45227272727272727,negative,0.218,0.782,0.0,-0.5994
"Cases: 445,121,157 (+8,029) 
Deaths: 5,994,937 (+163) 
Recovered: 0 (+0) 
Active Cases: 445,121,157 (100%)
Completed Cases: 5,994,937 (1.35%)
Mortality Rate: 1.35% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",cases  deaths  recovered  activ cases  complet cases  mortal rate no change case fatal rate no change covid coronaviru stayhom,"['case', 'death', 'recov', 'activ', 'case', 'complet', 'case', 'mortal', 'rate', 'chang', 'case', 'fatal', 'rate', 'chang', 'covid', 'coronaviru', 'stayhom']",0.0,0.0,negative,0.331,0.669,0.0,-0.7845
"#COVID19 situation in #Thailand as 6 March 2022

😷New Confirmed Cases: 21,881
🦠Cumulative number of cases: 3,026,695 (+21,881) 
👍🏻Recoveries: 2,770,939 (+21,448)
🩺Receiving medical treatments: 232,521
📣Fatalities: 23,235 (+59)
💉Cumulative number of vaccination: 124,833,606 https://t.co/ULqe5Fk71D",covid situat thailand march new confirm cases cumul number cases  recoveries  receiv medic treatments fatalities  cumul number vaccination,"['covid', 'situat', 'thailand', 'march', 'new', 'confirm', 'case', 'cumul', 'number', 'case', 'recoveri', 'receiv', 'medic', 'treatment', 'fatal', 'cumul', 'number', 'vaccin']",0.13636363636363635,0.45454545454545453,negative,0.181,0.698,0.121,-0.5106
"Vaccines save millions of lives. Vaccines function by instructing and preparing the body ’s immune. The immune system, to recognise and fight the viruses and bacteria they are designed to fight.

#SaveLives #Covid19 #GetVaccinatedNow #StaySafe #Covid_19 #Immunity https://t.co/Pa1IQsHF3h",vaccin save million live vaccin function instruct prepar bodi s mune mune recognis fight virus bacteria design fight savel covid getvaccinatednow staysaf covid muniti,"['vaccin', 'save', 'million', 'live', 'vaccin', 'function', 'instruct', 'prepar', 'bodi', 's', 'immun', 'immun', 'recognis', 'fight', 'virus', 'bacteria', 'design', 'fight', 'savel', 'covid', 'getvaccinatednow', 'staysaf', 'covid', 'immun']",0.13636363636363635,0.5,negative,0.183,0.704,0.113,-0.25
"2/By the time the general pop was ready to be fully vaccinated with the #CovidVaccine, the #SARSCoV2 virus mutation was already on and poppin'.  The #Delta strain of #COVID19 was present by May, 2021. The USA did not acknowledge Delta until later -&gt; the Provincetown outbreak.",by te gener pop readi fulli vaccin covidvaccin sarscov viru mutat poppin delta strain covid present usa acknowledg delta later  provincetown outbreak,"['time', 'gener', 'pop', 'readi', 'fulli', 'vaccin', 'covidvaccin', 'sarscov', 'viru', 'mutat', 'poppin', 'delta', 'strain', 'covid', 'present', 'usa', 'acknowledg', 'delta', 'later', 'provincetown', 'outbreak']",0.0,0.0,negative,0.054,0.946,0.0,-0.0516
"1/By June, 2020, ~ 35K genome sequences of the #SARS_CoV_2 virus (the virus that causes #COVID19) were identified. The #Alpha &amp; #Beta strains were identified as VOCs in December, 2020. Before the Wuhan strain based #COVIDVaccine was 1st administered.
https://t.co/9xes6BMiuo https://t.co/9ZoV1yjam3",by june k genom sequenc sarscov viru the viru caus covid identifi alpha beta strain identifi voc decemb wuhan strain base covidvaccin st administ,"['june', 'k', 'genom', 'sequenc', 'sarscov', 'viru', 'viru', 'caus', 'covid', 'identifi', 'alpha', 'beta', 'strain', 'identifi', 'voc', 'decemb', 'wuhan', 'strain', 'base', 'covidvaccin', 'st', 'administ']",-0.8,1.0,negative,0.103,0.897,0.0,-0.1027
"BA.2 wave's threat becomes more serious in Iran but Islamic Republic plays deaf again.
“Healthcare staff burnout and overuse of hospitals’ equipment is catastrophic for next wave!""
#COVID19 restrictions are lifted... 
Stats &amp; more… 
#IranTruth 
https://t.co/tnplyniIGl",ba wave threat iran islam republ plai deaf healthcar staff burnout overus hospit equip catastroph wave covid restrict lift stat irantruth,"['ba', ""wave'"", 'threat', 'iran', 'islam', 'republ', 'plai', 'deaf', 'healthcar', 'staff', 'burnout', 'overus', 'hospit', 'equip', 'catastroph', 'wave', 'covid', 'restrict', 'lift', 'stat', 'irantruth']",0.0,0.0,negative,0.24,0.76,0.0,-0.7184
"#COVID19
@mtosterholm @CovidWatch @DrEricDing @EricTopol
@ScottGottliebMD @covid_canada
@CDCgov @nytimes @SPIEGEL_English
@FRANCE24 @BBCWorld @corriere
US COVID report March 5.
Cases +16,496 deaths +307.
7-day-avg:
Cases 48,668.14, deaths 1,504.14. https://t.co/VkOGEyaW0A",covid covid report march case death dayavg case death,"['covid', 'covid', 'report', 'march', 'case', 'death', 'day-avg', 'case', 'death']",0.0,0.0,negative,0.527,0.473,0.0,-0.8316
"The number of #COVID19 deaths worldwide is close to 6 million, according to the latest data from the World Health Organization (#WHO). https://t.co/4J3nKhWGPJ via @ShanghaiEye",number covid death worldwid close million accord latest data world health organ who,"['number', 'covid', 'death', 'worldwid', 'close', 'million', 'accord', 'latest', 'data', 'world', 'health', 'organ']",0.5,0.9,negative,0.241,0.679,0.08,-0.5574
"Isn't this what the #Zionists deliberately plotted? Azov's provocations caused Russia’s invasion of Ukraine triggering a global food crisis? Further depopulation via famine, starvation after the #Covid19 pandemic https://t.co/TNSuaKkWdc #FalseJews #BDS #Boycott All Israel",isnt zionist deliber plot azov provoc caus russia invas ukrain trigger global food crisi depopul famin starvat covid pandem falsejew bd boycott israel,"[""isn't"", 'zionist', 'deliber', 'plot', ""azov'"", 'provoc', 'caus', 'russia', 'invas', 'ukrain', 'trigger', 'global', 'food', 'crisi', 'depopul', 'famin', 'starvat', 'covid', 'pandem', 'falsejew', 'bd', 'boycott', 'israel']",0.0,0.0,negative,0.095,0.905,0.0,-0.3182
"#CoronaUpdatesInIndia
6 March 2022 #MoHFW
▪
New cases in 24 hrs: 5,476 ⬇️
Total Covid-19 cases: 42,962,951
▪
New deaths in 24 hrs: 158 ⬇️
Total death toll: 515,036
▪
Total vaccination: 1,78,83,79,249
▪
#COVID19",coronaupdatesinindia march mohfw new case hrs total covid cases new death hrs total death toll total vaccination covid,"['coronaupdatesinindia', 'march', 'mohfw', 'new', 'case', 'hr', 'total', 'covid', 'case', 'new', 'death', 'hr', 'total', 'death', 'toll', 'total', 'vaccin', 'covid']",0.05454545454545454,0.6318181818181818,negative,0.328,0.672,0.0,-0.8316
Did your local news station take money from the federal government to hype the panic porn on #COVID19 or promote vaccines? @WXXINews @evandawson @13WHAM @News_8 @whec_bbrean @WHEC_Moussignac @news10nbc @rachbarnhart #ROC https://t.co/wQel7zC7PO,local new station monei feder govern hype panic porn covid promot vaccin roc,"['local', 'new', 'station', 'monei', 'feder', 'govern', 'hype', 'panic', 'porn', 'covid', 'promot', 'vaccin', 'roc']",0.06818181818181818,0.22727272727272727,negative,0.216,0.784,0.0,-0.5106
Really worrying #COVID19 situation in #HongKong that could have been avoided in the vaccination would have been made compulsory at least for elderly people https://t.co/bONwK88COK,worri covid situat hongkong avoid vaccin compulsori elderli peopl,"['worri', 'covid', 'situat', 'hongkong', 'avoid', 'vaccin', 'compulsori', 'elderli', 'peopl']",0.0,0.0,negative,0.216,0.784,0.0,-0.296
