text,cleantext,tokens,polarity,subjectivity,sentiment,neg,neu,pos,compound
"No need to take any #COVID19 precautions any more, oh my not at all. #WearAMask #StaySafe https://t.co/ZWjyWfwGrx",need covid precaut oh wearamask staysaf,"['need', 'covid', 'precaut', 'oh', 'wearamask', 'staysaf']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
aymotivation #mh400 #floydrose1000 #thearmsdontwiggle #trickytwo #ａｎｉｍｅｂｏｄｙｐｉｌｌｏｗ #existentialismmemes #selfsealingstembolts #yourgirlfriendsgirlfriend #goldbergmonstertruck #whatiwishwasok #anewlevelofinsanity #COVID19 #obvs100 #theyshutdownthecity #lelol https://t.co/ykHSiYfgUK,aymotiv mh floydros thearmsdontwiggl trickytwo existentialismmem selfsealingstembolt yourgirlfriendsgirlfriend goldbergmonstertruck whatiwishwasok anewlevelofinsan covid obv theyshutdownthec lelol,"['aymotiv', 'mh', 'floydros', 'thearmsdontwiggl', 'trickytwo', 'existentialismmem', 'selfsealingstembolt', 'yourgirlfriendsgirlfriend', 'goldbergmonstertruck', 'whatiwishwasok', 'anewlevelofinsan', 'covid', 'obv', 'theyshutdownthec', 'lelol']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
Putin cured Covid in 6 days; something Biden Democrats couldn’t do in 16 months. #COVID19 #Putin #DemocratsAreADisaster,putin cure covid days biden democrat month covid putin democratsareadisast,"['putin', 'cure', 'covid', 'dai', 'biden', 'democrat', 'month', 'covid', 'putin', 'democratsareadisast']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"An 8-week interval between the 1st and 2nd mRNA #COVID19 vaccine (Pfizer or Moderna) may be optimal for some people age 12 and older who have not yet been vaccinated, especially for males ages 12 to 39. 

Talk with your healthcare provider or learn more 👉 https://t.co/NftebNGlYB https://t.co/B0km7V2Kkv",week interv st nd mrna covid vaccin pfizer moderna optal peopl ag older vaccin especi male ag talk healthcar provid learn,"['week', 'interv', 'st', 'nd', 'mrna', 'covid', 'vaccin', 'pfizer', 'moderna', 'optim', 'peopl', 'ag', 'older', 'vaccin', 'especi', 'male', 'ag', 'talk', 'healthcar', 'provid', 'learn']",0.08333333333333333,0.21666666666666667,neutral,0.0,1.0,0.0,0.0
"Check out this week’s #NYCTestandTrace #COVID19 testing sites #inTheBronx. Testing is no cost to you. COVID-19 vaccines are available at select locations. Text ""COVID TEST"" to 855-48 for more info. Hours and locations: https://t.co/qjyyFp3hYa https://t.co/tPrkys2M4T",check week nyctestandtrac covid test site inthebronx test cost covid vaccin avail select locat text covid test  info hour locations,"['check', 'week', 'nyctestandtrac', 'covid', 'test', 'site', 'inthebronx', 'test', 'cost', 'covid', 'vaccin', 'avail', 'select', 'locat', 'text', 'covid', 'test', 'info', 'hour', 'locat']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"In Glitter and Leotards, They Took a Stand: Brazil's Carnival Must Go On 

#politics #brazil #BrazilianPolitics #coronavirus #covid19 #carnaval #Carnaval2022 
https://t.co/mOSAhzehWW by @jacknicas via @nytimes",glitter leotard took stand brazil carniv polit brazil brazilianpolit coronaviru covid carnav carnav,"['glitter', 'leotard', 'took', 'stand', ""brazil'"", 'carniv', 'polit', 'brazil', 'brazilianpolit', 'coronaviru', 'covid', 'carnav', 'carnav']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"CITY OF SANTA ROSA, LAGUNA
COVID-19 UPDATE
As of March 06, 2022

Today
NEW – 0
RECOVERED – 0
DECEASED – 0

#KayaNgSantaRosaLabananAngCorona
#COVID19
#LabananAngCovid
#SerbisyongMakataoLungsodNaMakabago
#TatakARCILLASSerbisyongWAGAS
#CityofSantaRosaLaguna https://t.co/QoIqjYr60m",citi santa rosa laguna covid updat march todai new recov deceas kayangsantarosalabananangcorona covid labananangcovid serbisyongmakataolungsodnamakabago tatakarcillasserbisyongwaga cityofsantarosalaguna,"['citi', 'santa', 'rosa', 'laguna', 'covid', 'updat', 'march', 'todai', 'new', 'recov', 'deceas', 'kayangsantarosalabananangcorona', 'covid', 'labananangcovid', 'serbisyongmakataolungsodnamakabago', 'tatakarcillasserbisyongwaga', 'cityofsantarosalaguna']",0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
"@daniellynn0001 @Mike_ohio26 @Kenny_Wallace 1) Yes
2) Yes (although 'shoved' is probably not the right word)
3) Yes

#COVID19 #MisinformationKills", ye  ye although shoved probabl right word  ye covid misinformationkil,"['ye', 'ye', 'shove', 'probabl', 'right', 'word', 'ye', 'covid', 'misinformationkil']",0.2857142857142857,0.5357142857142857,neutral,0.0,1.0,0.0,0.0
"The Day 414 COVID-19 Vaccination Report of India || ABC Live India https://t.co/3nsGjo8nqK 
@CMOfficeAssam
@CMODelhi
@CMOGuj
@CMOKerala
@CMOPb
@drawat123
@cmohry
@NITIAayog
#Covid19VicData 
@abclive
@myogioffice
@myogiadityanath
@RahulGandhi
@narendramodi
#COVID19",dai covid vaccin report india abc live india covidvicdata covid,"['dai', 'covid', 'vaccin', 'report', 'india', 'abc', 'live', 'india', 'covidvicdata', 'covid']",0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
"Obviously the government should have done nothing about #COVID19 and just left it to the health professionals. Nothing the gov't did worked. We ALL got Covid anyway!!!!

#DemocratsAreDestroyingAmerica",obvious govern covid left health profession govt work got covid democratsaredestroyingamerica,"['obvious', 'govern', 'covid', 'left', 'health', 'profession', ""gov't"", 'work', 'got', 'covid', 'democratsaredestroyingamerica']",0.0,0.25,neutral,0.0,1.0,0.0,0.0
"The Day 711 COVID-19 Report of India || ABC Live India https://t.co/aAPSRQS339 
@CMOfficeAssam
@CMODelhi
@CMOGuj
@CMOKerala
@CMOPb
@drawat123
@cmohry
@NITIAayog
#Covid19VicData 
@abclive
@myogioffice
@myogiadityanath
@RahulGandhi
@narendramodi
#COVID19",dai covid report india abc live india covidvicdata covid,"['dai', 'covid', 'report', 'india', 'abc', 'live', 'india', 'covidvicdata', 'covid']",0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
"Waiting for @WHO to officially announce the end of the pandemic. 

We are just there. 

#COVID19",wait offici announc end pandem covid,"['wait', 'offici', 'announc', 'end', 'pandem', 'covid']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
@unscriptedmike Obviously the government should have done nothing about #COVID19 and just left it to the health professionals. Nothing the gov't did worked. We ALL got Covid anyway!!!!,obvious govern covid left health profession govt work got covid,"['obvious', 'govern', 'covid', 'left', 'health', 'profession', ""gov't"", 'work', 'got', 'covid']",0.0,0.25,neutral,0.0,1.0,0.0,0.0
"MUST LISTEN: @AAAS Podcast: COVID-19’s long-term impact on hearts

https://t.co/81uxcWbW2s

Premiers ignoring #COVID19 infections today are ignoring tomorrow's health impacts from COVID-19 on you.

#CdnPoli #SciComm #NBPoli #OnPoli #AbLeg #CdnPolitics #CdnSci #Healthcare #Elxn45",listen podcast covid longterm pact heart premier ignor covid infect todai ignor tomorrow health pact covid cdnpoli scicomm nbpoli onpoli ableg cdnpolit cdnsci healthcar elxn,"['listen', 'podcast', 'covid-', 'long-term', 'impact', 'heart', 'premier', 'ignor', 'covid', 'infect', 'todai', 'ignor', ""tomorrow'"", 'health', 'impact', 'covid', 'cdnpoli', 'scicomm', 'nbpoli', 'onpoli', 'ableg', 'cdnpolit', 'cdnsci', 'healthcar', 'elxn']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Book Review: Tech Trends 24/7 https://t.co/xpn43pLt7P 
@BloggersHut @cosyblogclub @bloggerstribe @bloggernation @GoldenBloggerz @OurBloggingLife @BBlogRT @LovingBlogs @exposewrite @BloggingBeesRT
@OurBloggingLife @LovingBlogs @BloggingBeesRT #bookreview #techtrends #covid19",book review tech trend  bookreview techtrend covid,"['book', 'review', 'tech', 'trend', 'bookreview', 'techtrend', 'covid']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Coronavirus Update:
☣️️ Total cases: 445,692,555 (+22,063) ☣️️
⚠️ Current cases: 60,844,799 (-35,004) ⚠️
⚰️ Deaths: 6,017,345 (+326) ⚰️
🏥 Recovered: 378,830,411 (+56,741) 🏥

Updated every 2 hours
#Coronavirus #COVID19 #COVIDー19
Source: https://t.co/nFY1lZJJ2I",coronaviru update total cases  current cases  deaths  recovered  updat hour coronaviru covid covid source,"['coronaviru', 'updat', 'total', 'case', 'current', 'case', 'death', 'recov', 'updat', 'hour', 'coronaviru', 'covid', 'covid', 'sourc']",0.0,0.575,neutral,0.0,1.0,0.0,0.0
"Check out this week’s #NYCTestandTrace #COVID19 testing sites #inQueens. Testing is no cost to you. COVID-19 vaccines are available at select locations. Text ""COVID TEST"" to 855-48 for more info. Hours and locations: https://t.co/qjyyFp3hYa https://t.co/bRToasedqQ",check week nyctestandtrac covid test site inqueen test cost covid vaccin avail select locat text covid test  info hour locations,"['check', 'week', 'nyctestandtrac', 'covid', 'test', 'site', 'inqueen', 'test', 'cost', 'covid', 'vaccin', 'avail', 'select', 'locat', 'text', 'covid', 'test', 'info', 'hour', 'locat']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
We have a lot of issues to deal with. #UkraineUnderAttaсk #COVID19 #ClimateEmergency and more. https://t.co/5wk9M1uhmv,lot issu deal ukraineunderattak covid clateemerg,"['lot', 'issu', 'deal', 'ukraineunderattak', 'covid', 'climateemerg']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"March 06 - #Covid19 
Covid-19 and Active Cases Updates in Sabah.  
https://t.co/Wq9EuwOg7u https://t.co/YdgPwgsdTi",march  covid covid activ case updat sabah,"['march', 'covid', 'covid', 'activ', 'case', 'updat', 'sabah']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"🦠#COVID19:
Welcome to the world of the immunocompromised,
immunodeficient, and immunosuppressed
https://t.co/MhwTbKLbF2 #openscience #scicomm #WomenInSTEM #itrtg https://t.co/OZYiXe517C",covid welcom world munocompromis munodefici munosuppress opensci scicomm womeninstem itrtg,"['covid', 'welcom', 'world', 'immunocompromis', 'immunodefici', 'immunosuppress', 'opensci', 'scicomm', 'womeninstem', 'itrtg']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
@ianmSC summarizes the ongoing #COVID19 situation in #Brunei quite well. https://t.co/1zMxKk3Y2G,summar ongo covid situat brunei,"['summar', 'ongo', 'covid', 'situat', 'brunei']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"#Onsen Time @YunomoriOnsen 
#เทรนเนอร์แนะนำเวย์ #PersonalTrainer  #ผู้ฝึกสอนออกกำลังกายส่วนบุคคล 
#YogaInstructor #ครูสอนโยคะ #BangkokYoga #RYS200 #freelancetrainer #Nutrition #WeightLoss #FitThailand #ACECertificated #ACEFamily #Tattoo #Covid19 https://t.co/CMU9ov7hdh",onsen te personaltrain yogainstructor bangkokyoga ry freelancetrain nutrit weightloss fitthailand acecertif acefamili tattoo covid,"['onsen', 'time', 'personaltrain', 'yogainstructor', 'bangkokyoga', 'ry', 'freelancetrain', 'nutrit', 'weightloss', 'fitthailand', 'acecertif', 'acefamili', 'tattoo', 'covid']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Mr Samuel Nii Adjei Tawiah, the Municipal Chief Executive, Korle Klottey Municipal Assembly has called on #Ghanaians to work together towards attaining a sustainable economic recovery from #COVID19 pandemic.",mr samuel nii adjei tawiah municip chief execut korl klottei municip assembl call ghanaian work attain sustain econom recoveri covid pandem,"['mr', 'samuel', 'nii', 'adjei', 'tawiah', 'municip', 'chief', 'execut', 'korl', 'klottei', 'municip', 'assembl', 'call', 'ghanaian', 'work', 'attain', 'sustain', 'econom', 'recoveri', 'covid', 'pandem']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
#lie : COVID-19 virus can only be transmitted in areas with hot and humid climates. #coronavirus #moronavirus #covidiots #covid19 https://t.co/Gt4GAUBYQj,lie  covid viru transmit area hot humid clate coronaviru moronaviru covidiot covid,"['lie', 'covid', 'viru', 'transmit', 'area', 'hot', 'humid', 'climat', 'coronaviru', 'moronaviru', 'covidiot', 'covid']",0.25,0.8500000000000001,neutral,0.0,1.0,0.0,0.0
"The 1-year long #LeavingNoOneBehind project, funded by the #Japanese Embassy in Namibia, works to fill the gaps in health, addressing #GBV in emergency response in the context of #COVID19 in #Namibia. https://t.co/BIDBJOpWiw",year long leavingnoonebehind project fund japanes embassi namibia work gap health address gbv emerg respons context covid namibia,"['year', 'long', 'leavingnoonebehind', 'project', 'fund', 'japanes', 'embassi', 'namibia', 'work', 'gap', 'health', 'address', 'gbv', 'emerg', 'respons', 'context', 'covid', 'namibia']",-0.05,0.4,neutral,0.0,1.0,0.0,0.0
Bugger.   I think I’ve done well to come this far without catching it! 🤒 #WearAMask #CovidVaccine #COVID19 https://t.co/O3ITkHm4BB,bugger think iv come far catch wearamask covidvaccin covid,"['bugger', 'think', 'iv', 'come', 'far', 'catch', 'wearamask', 'covidvaccin', 'covid']",0.1,1.0,neutral,0.0,1.0,0.0,0.0
For the conspiracy theorists out there #COVID19 #Fauci https://t.co/9At3fLywWP,conspiraci theorist covid fauci,"['conspiraci', 'theorist', 'covid', 'fauci']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Check out this week’s #NYCTestandTrace #COVID19 testing sites #inBrooklyn. Testing is no cost to you. COVID-19 vaccines are available at select locations. Text ""COVID TEST"" to 855-48 for more info. Hours and locations: https://t.co/qjyyFp3hYa https://t.co/1AUQru5AND",check week nyctestandtrac covid test site inbrooklyn test cost covid vaccin avail select locat text covid test  info hour locations,"['check', 'week', 'nyctestandtrac', 'covid', 'test', 'site', 'inbrooklyn', 'test', 'cost', 'covid', 'vaccin', 'avail', 'select', 'locat', 'text', 'covid', 'test', 'info', 'hour', 'locat']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
You reap what you sow. #COVID19 #covidcultists https://t.co/dJxVgC7nT4,reap sow covid covidcultist,"['reap', 'sow', 'covid', 'covidcultist']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"This scene will repeat for the next year, at least.

#COVID19 https://t.co/0KpdYfUAS7",scene repeat year covid,"['scene', 'repeat', 'year', 'covid']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"#COVID19 is soaring in #Vietnam, with over 170,000 cases per day, but the #SoutheastAsianGames in May is set to go ahead as planned https://t.co/SgEbTd5ffh #SEAGames #Hanoi2021",covid soar vietnam case dai southeastasiangam set ahead plan seagam hanoi,"['covid', 'soar', 'vietnam', 'case', 'dai', 'southeastasiangam', 'set', 'ahead', 'plan', 'seagam', 'hanoi']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
Y'all don't know how to act since Covid passed away. @FloridaGators #COVID19 #RIP https://t.co/9hBWhee9yy,yall dont know act covid pass awai covid rip,"[""y'all"", ""don't"", 'know', 'act', 'covid', 'pass', 'awai', 'covid', 'rip']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
Gabriel Leung: Let science lead and science will get us out of this #Covid19 #HongKong #Omicron https://t.co/qVFkqFmLrg,gabriel leung let scienc lead scienc covid hongkong omicron,"['gabriel', 'leung', 'let', 'scienc', 'lead', 'scienc', 'covid', 'hongkong', 'omicron']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
Where to Buy Fashionable Face Masks https://t.co/ZGvZUKf6ky #covid19 #facemasks #fashionablefacemasks,bui fashion face mask covid facemask fashionablefacemask,"['bui', 'fashion', 'face', 'mask', 'covid', 'facemask', 'fashionablefacemask']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
#COVID19 Health Bulletin 06 March 2022 https://t.co/YF7cwTJf9E,covid health bulletin march,"['covid', 'health', 'bulletin', 'march']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"How is this different from DeSantis or other Republicans???

#COVID19 https://t.co/j7HKa6f3RQ",differ desanti republican covid,"['differ', 'desanti', 'republican', 'covid']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"New #research by @uhinursing and @NorthumbriaUni with @BalhousieCare reports on impact of #COVID19 on #healthcareworkers in a #carehome setting. 

@UHI_Research @ScotFundCouncil #ThinkUHI https://t.co/SayEj2uScc",new research report pact covid healthcarework carehom set thinkuhi,"['new', 'research', 'report', 'impact', 'covid', 'healthcarework', 'carehom', 'set', 'thinkuhi']",0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
"POPUP news: update: DAILY DIM SUM: Body of 30-year-old woman who fell off cliff on the Peak two days ago found...,(March 6, 2022; 17:34 HKT) #COVID2019 #COVID19 #HK",popup news update daili d sum bodi yearold woman fell cliff peak dai ago foundmarch   hkt covid covid hk,"['popup', 'new', 'updat', 'daili', 'dim', 'sum', 'bodi', 'year-old', 'woman', 'fell', 'cliff', 'peak', 'dai', 'ago', 'march', 'hkt', 'covid', 'covid', 'hk']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"The new study published in the journal PLOS One on Wednesday also found that as mental health issued soared during the height of the #pandemic.
@PLOSONE @CUBoulder @mullen_david 
#COVID19 #mentalhealth 

https://t.co/AiL4Qx3b82",new studi publish journal plo wednesdai mental health issu soar height pandem covid mentalhealth,"['new', 'studi', 'publish', 'journal', 'plo', 'wednesdai', 'mental', 'health', 'issu', 'soar', 'height', 'pandem', 'covid', 'mentalhealth']",0.018181818181818174,0.32727272727272727,neutral,0.0,1.0,0.0,0.0
Daily #COVID19 Bulletin https://t.co/VI3SzedlxM,daili covid bulletin,"['daili', 'covid', 'bulletin']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"#COVID19
Twitter Sentiment on 5 Mar 2022 was:
▒ Positive 42.3% █ Negative 13.4% ░ Neutral 44.3%
▒▒▒▒▒▒▒▒███░░░░░░░░░",covid twitter sentent mar was posit neg neutral,"['covid', 'twitter', 'sentiment', 'mar', 'posit', 'neg', 'neutral']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"0 people recovered from Corona today. Total Corona virus recoveries: 0 
 
 Source: WHO Situation Reports 
 #COVID19 #coronavirus #StaySafe",peopl recov corona todai total corona viru recoveries source situat report covid coronaviru staysaf,"['peopl', 'recov', 'corona', 'todai', 'total', 'corona', 'viru', 'recoveri', 'sourc', 'situat', 'report', 'covid', 'coronaviru', 'staysaf']",0.0,0.75,neutral,0.0,1.0,0.0,0.0
Book your #COVID19 cruise now... https://t.co/c99l1kwdP8,book covid cruis,"['book', 'covid', 'cruis']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Hong Kong Migration Continues Amid Pandemic, Politics 
#AsiaPacific 
#China
#HongKong
#HKProtests 
#Police
#Beijing
#SecurityLaw
#Extradition
#CarrieLam
#XiJinping
#CivilRights
#Politics
#Democracy
#COVID19
#Media
https://t.co/au55WzClYy",hong kong migrat continu amid pandem polit asiapacif china hongkong hkprotest polic beij securitylaw extradit carrielam xijinp civilright polit democraci covid media,"['hong', 'kong', 'migrat', 'continu', 'amid', 'pandem', 'polit', 'asiapacif', 'china', 'hongkong', 'hkprotest', 'polic', 'beij', 'securitylaw', 'extradit', 'carrielam', 'xijinp', 'civilright', 'polit', 'democraci', 'covid', 'media']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"#StayHome, Create/Get Passport Photo for IDs from home. Lets keep COVID-19 away https://t.co/mn6F2bkeVP #StayHome #Covid19",stayhom createget passport photo id home let covid awai stayhom covid,"['stayhom', 'creat', 'passport', 'photo', 'id', 'home', 'let', 'covid', 'awai', 'stayhom', 'covid']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Always follow the money!!! In response to a FOIA request filed by TheBlaze, HHS revealed that it purchased advertising from major news networks including…. #Covid19 #followthemoney  https://t.co/B33JzLUHM3",follow monei respons foia request file theblaz hh reveal purchas advertis major new network includ covid followthemonei,"['follow', 'monei', 'respons', 'foia', 'request', 'file', 'theblaz', 'hh', 'reveal', 'purchas', 'advertis', 'major', 'new', 'network', 'includ', 'covid', 'followthemonei']",0.09943181818181818,0.4772727272727273,neutral,0.0,1.0,0.0,0.0
"Check out this week’s #NYCTestandTrace #COVID19 testing sites #inManhattan. Testing is no cost to you. COVID-19 vaccines are available at select locations. Text ""COVID TEST"" to 855-48 for more info. Hours and locations: https://t.co/qjyyFp3hYa https://t.co/MV3Wy5d1QA",check week nyctestandtrac covid test site inmanhattan test cost covid vaccin avail select locat text covid test  info hour locations,"['check', 'week', 'nyctestandtrac', 'covid', 'test', 'site', 'inmanhattan', 'test', 'cost', 'covid', 'vaccin', 'avail', 'select', 'locat', 'text', 'covid', 'test', 'info', 'hour', 'locat']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
What happened to the #COVID19 ? Poof.... Not a word now,happen covid poof word,"['happen', 'covid', 'poof', 'word']",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Latest #COVID19 in Canada info and updates: 

➡️ #GOC website on #coronavirus disease: https://t.co/IZt05ChWwV 
➡️Canada COVID-19 Daily Epidemiology Update: https://t.co/oNd61txl1o",latest covid canada info updates goc websit coronaviru disease canada covid daili epidemiolog update,"['latest', 'covid', 'canada', 'info', 'updat', 'goc', 'websit', 'coronaviru', 'diseas', 'canada', 'covid', 'daili', 'epidemiolog', 'updat']",0.5,0.9,neutral,0.0,1.0,0.0,0.0
New COVID-19 Data at 2022-03-06 08:00:02 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/XKXz7vmlyD,new covid data   est coronaviru covid covid,"['new', 'covid', 'data', '::', 'est', 'coronaviru', 'covid', 'covid']",0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
"Eligibility for third doses of the #COVID19 vaccine for March 5, 2022:
✅ 12-17 years: received 2nd dose on Sept. 18, 2021 or earlier
✅ 18+ years: received 2nd dose on Dec. 11, 2021 or earlier
Appts: https://t.co/9Unc5FtjZu https://t.co/o24c25stmM",elig dose covid vaccin march   years receiv nd dose sept earlier years receiv nd dose dec earlier appts,"['elig', 'dose', 'covid', 'vaccin', 'march', 'year', 'receiv', 'nd', 'dose', 'sept', 'earlier', 'year', 'receiv', 'nd', 'dose', 'dec', 'earlier', 'appt']",0.0,0.5,neutral,0.0,1.0,0.0,0.0
